,LEMMA,unknown1,ROOT,ROOT_PATTERN_STATUS,PATTERN_LEMMA_PROPOSED,Pattern Count,FORM,unknown2,pos,Rat,Gen,Num,COND-S,COND-T,GLOSS,STATUS,PATTERN STATUS,Lex Count,Ar Lemma,MSA LEMMA Cognate,OLD Status,60.57%,MISSING ENTRIES,comment
128,bASiS,,b.S.S,BACKOFF-1,1A2i3,1470,bASi#S,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,looking;observer;supervisor;observers;supervisors;eye;glance;eyes,ACTPART,OK,1,باصِص,,QC-DONE,,,
129,faTin,,f.T.n,LOOKUP_DIAC-1,1a2i3,1470,faTin,,adj,,,,,MS||MD||MP||FD||FP,clever;perspicacious,OK,OK,2,فَطِن,"فَطِن, فِطَن",QC-DONE,,,
130,bAsiT,,b.s.T,BACKOFF-1,1A2i3,1470,bAsi#T,,adj/noun,,,,ACTPART,MS||MD||MP||FS||FD||FP,giver_of_bounty;extensor;grader;reducer,OK,OK,1,باسِط,,QC-DONE,,,
131,bATi$,,b.T.$,LOOKUP_DIAC-1,1A2i3,1470,bATi#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,strong;powerful,ACTPART,OK,1,باطِش,باطِش,QC-DONE,,,
132,bAtiE,,b.t.E,LOOKUP_DIAC-1,1A2i3,1470,bAti#E,,noun,,,,,MS,strong;entire,OK,OK,1,باتِع,باتِع,QC-DONE,,,
133,bATiH,,b.T.H,BACKOFF-1,1A2i3,1470,bATi#H,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,باطِح,,QC-DONE,,,
134,bATil,,b.T.l,LOOKUP_DIAC-1,1A2i3,1470,bATi#l,,noun,,,,,MS||MD||MP||FS||FD||FP,void;FALSE,ACTPART,OK,1,باطِل,باطِل,QC-DONE,,,
135,bATin,,b.T.n,LOOKUP_DIAC-1,1A2i3,1470,bATi#n,,noun,,,,,MS||MD||MP||FS||FD||FP,inside,ACTPART,OK,1,باطِن,باطِن,QC-DONE,,,
136,bAtir,,b.t.r,LOOKUP_DIAC-1,1A2i3,1470,bAti#r,,adj/noun,,,,ACTPART,MS||MD||MP||FS||FD||FP,sharp;cutting;amputating;mutilating,OK,OK,1,باتِر,باتِر,QC-DONE,,,
137,gabiy,,g.b.y,LOOKUP_DEDIAC-1,1a2i3,1470,gab,,adj,,,,,MS||MD||MP||FS||FD||FP,stupid;ignorant,OK,OK,3,غَبِي,غَبِيّ,QC-DONE,,,
138,gabiy,,g.b.y,LOOKUP_DEDIAC-1,1a2i3,1470,Aagb,,adj,,,,,MS||MD||MP||FS||FD||FP,stupid;ignorant,OK,OK,3,غَبِي,غَبِيّ,QC-DONE,,,
139,gabiy,,g.b.y,LOOKUP_DEDIAC-1,1a2i3,1470,>agbiy,,noun,,,p,,MS,stupid;ignorant,OK,OK,3,غَبِي,غَبِيّ,QC-DONE,,,
140,bATis,,b.T.s,BACKOFF_NO_GOLD_ROOT-1,1A2i3,1470,bATi#s,,noun,,,,,MS||MD||MP||FS||FD||FP,skin;leather;buffalo_hide;shoes_leather;hide;outer_membrane;brake-block;endurance,ACTPART,OK,1,باطِس,,QC-DONE,,,
141,bATiT,,b.T.T,BACKOFF-1,1A2i3,1470,bATi#T,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,باطِط,,QC-DONE,,,
142,bATiy,,b.T.y,BACKOFF-1,1A2i3,1470,bATi#y,,noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,باطِي,,QC-DONE,,,final iy should br removed and # remain
143,bAviv,,b.v.v,BACKOFF-1,1A2i3,1470,bAvi#v,,adj/noun,,,,ACTPART,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,باثِث,,CHECK,,,
144,bAxis,,b.x.s,LOOKUP_DIAC-1,1A2i3,1470,bAxi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,trifling;minuscule,OK,OK,1,باخِس,باخِس,CHECK,,,
145,bAxix,,b.x.x,BACKOFF-1,1A2i3,1470,bAxi#x,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,باخِخ,,CHECK,,,
146,bAyid,,b.y.d,BACKOFF-1,1A2i3,1470,bAyi#d,,noun,,,,,MS||MD||MP||FS||FD||FP,bygone;temporal;extinct,ACTPART,OK,2,بايِد,,QC-DONE,,,
147,bAyiD,,b.y.D,BACKOFF-1,1A2i3,1470,bAyi#D,,noun,,,,#ap,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,بايِض,,QC-DONE,,,
148,bAyiE,,b.y.E,BACKOFF-1,1A2i3,1470,bAyi#E,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,vendor;merchant;merchants;vendors;seller_alesman;street_hawker;selling;peddler,ACTPART,OK,1,بايِع,,QC-DONE,,,
149,bAyiH,,b.y.H,BACKOFF-1,1A2i3,1470,bAyi#H,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,بايِح,,QC-DONE,,,
150,bAyil,,b.y.l,BACKOFF-1,1A2i3,1470,bAyi#l,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,بايِل,,QC-DONE,,,
151,bAyin,,b.y.n,BACKOFF-1,1A2i3,1470,bAyi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,obvious;evident,ACTPART,OK,1,بايِن,,QC-DONE,,,
152,bAyir,,b.y.r,BACKOFF-1,1A2i3,1470,bAyi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,fallow;uncultivated,ACTPART,OK,1,بايِر,,QC-DONE,,,
153,haniy,,h.n.y,LOOKUP_DEDIAC-1,1a2i3,1470,han,,adj,,,,#iy,MS||MD||MP||FS||FD||FP,pleasant;delicious;enjoyable,OK,OK,3,هَنِي,هَنِيّ,QC-DONE,,,
154,bAyis,,b.y.s,BACKOFF-1,1A2i3,1470,bAyi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,dejected;miserable;wicked;raffish;lewd;immoral;naughty;indecent,ACTPART,OK,1,بايِس,,QC-DONE,,,
155,bAyit,,b.y.t,BACKOFF-1,1A2i3,1470,bAyi#t,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,sleeping;stale;unpromoted,ACTPART,OK,1,بايِت,,QC-DONE,,,
156,bAyix,,b.y.x,BACKOFF-1,1A2i3,1470,bAyi#x,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,annoying;troublesome;tedious_illy;disturbing;an_importunate_pest;obnoxious;irritating;boring;tedious;weary;oppressed;overburdened;suppressed,ACTPART,OK,1,بايِخ,,QC-DONE,,,
157,bAyiZ,,b.y.Z,BACKOFF-1,1A2i3,1470,bAyi#Z,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,corrupt;immoral;unfit;unsound;morally_corrupted;become_spoilt,ACTPART,OK,1,بايِظ,,QC-DONE,,,
158,bAziq,,b.z.q,BACKOFF-1,1A2i3,1470,bAzi#q,,adj/noun,,,,ACTPART,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,بازِق,,QC-DONE,,,
159,ja$iE,,j.$.E,LOOKUP_DIAC-1,1a2i3,1470,ja$iE,,adj,,,,,MS||MD||MP||FS||FD||FP,greed,OK,OK,1,جَشِع,"جَشَع, جَشِع",QC-DONE,,,
160,bAZiZ,,b.Z.Z,BACKOFF-1,1A2i3,1470,bAZi#Z,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,باظِظ,,QC-DONE,,,
161,dA$i$,,d.$.$,BACKOFF-1,1A2i3,1470,dA$i#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داشِش,,QC-DONE,,,
162,dA$it,,d.$.t,BACKOFF-1,1A2i3,1470,dA$i#t,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داشِت,,QC-DONE,,,
163,dAbib,,d.b.b,BACKOFF-1,1A2i3,1470,dAbi#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,دابِب,,QC-DONE,,,
164,DAbib,,D.b.b,BACKOFF-1,1A2i3,1470,DAbi#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,ضابِب,,DONE,,,
165,DAbiE,,D.b.E,BACKOFF-1,1A2i3,1470,DAbi#E,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضابِع,,DONE,,,
166,dAbiH,,d.b.H,BACKOFF-1,1A2i3,1470,dAbi#H,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دابِح,,QC-DONE,,,
167,dAbiq,,d.b.q,BACKOFF-1,1A2i3,1470,dAbi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دابِق,,QC-DONE,,,
168,dAbir,,d.b.r,LOOKUP_DIAC-1,1A2i3,1470,dAbi#r,,noun,,,,#ap,MS||MD||MP||FS||FD||FP,bygone;utmost;root,ACTPART,OK,1,دابِر,دابِر,QC-DONE,,,
169,DAbiT,,D.b.T,LOOKUP_DIAC-1,1A2i3,1470,DAbi#T,,noun,,,,,MS||MD||MP||FS||FD||FP,controller;precepts;restraining_orders;officer;officers,ACTPART,OK,1,ضابِط,ضابِط,DONE,,,
170,dAdiy,,d.d.y,BACKOFF-1,1A2i3,1470,dAd,,noun,,,,#iy~,MS,my_father;abi,MOVE,OK,1,دادِي,,QC-DONE,,,
171,dAEik,,d.E.k,BACKOFF-1,1A2i3,1470,dAEi#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داعِك,,QC-DONE,,,
172,dAEiq,,d.E.q,BACKOFF-1,1A2i3,1470,dAEi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داعِق,,QC-DONE,,,
173,labiq,,l.b.q,LOOKUP_DIAC-1,1a2i3,1470,labiq,,adj,,,,L#,MS||MD||MP||FS||FD||FP,adroit;suave,OK,OK,1,لَبِق,"لَبَق, لَبِق",DONE,,,
174,dAEir,,d.E.r,LOOKUP_DIAC-1,1A2i3,1470,dAEi#r,,noun,,,,#ap-o,MS||MD||MP||FS||FD||FP,lewd;immoral,ACTPART,OK,1,داعِر,داعِر,QC-DONE,,,
175,dAEis,,d.E.s,BACKOFF-1,1A2i3,1470,dAEi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داعِس,,QC-DONE,,,
176,dAfiE,,d.f.E,LOOKUP_DIAC-1,1A2i3,1470,dAfi#E,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,pushing;propelling;paying;incentive;motive;incentives;motives;payer,OK,OK,1,دافِع,دافِع,QC-DONE,,,
177,dAfif,,d.f.f,BACKOFF-1,1A2i3,1470,dAfi#f,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دافِف,,QC-DONE,,,
178,dAfin,,d.f.n,BACKOFF-1,1A2i3,1470,dAfi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دافِن,,QC-DONE,,,
179,lazij,,l.z.j,LOOKUP_DIAC-1,1a2i3,1470,lazij,,adj,,,,L# #ap-o,MS||MD||MP||FS||FD||FP,sticky;adhesive;viscous,OK,OK,1,لَزِج,لَزِج,QC-DONE,,,
180,dAfiq,,d.f.q,LOOKUP_DIAC-1,1A2i3,1470,dAfi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,torrential;gushing,OK,OK,1,دافِق,دافِق,QC-DONE,,,
181,qawiy,,q.w.y,LOOKUP_DEDIAC-1,1a2i3,1470,qaw,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,strong;powerful,OK,OK,1,قَوِي,قَوِيّ,QC-DONE,,,
182,DAfir,,D.f.r,BACKOFF-1,1A2i3,1470,DAfi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضافِر,,DONE,,,
183,dAfis,,d.f.s,BACKOFF-1,1A2i3,1470,dAfi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دافِس,,QC-DONE,,,
184,dAfiy,,d.f.y,BACKOFF-1,1A2i3,1470,dAfi#y,,noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,دافِي,,QC-DONE,,,
185,dAgig,,d.g.g,BACKOFF-1,1A2i3,1470,dAgi#g,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داغِغ,,QC-DONE,,,
186,dAgim,,d.g.m,BACKOFF-1,1A2i3,1470,dAgi#m,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داغِم,,QC-DONE,,,
187,dAgin,,d.g.n,BACKOFF-1,1A2i3,1470,dAgi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,داغِن,,QC-DONE,,,
188,DAgin,,D.g.n,LOOKUP_DIAC-1,1A2i3,1470,DAgi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,spiteful;resentful;compressor;despiteful,ACTPART,OK,2,ضاغِن,ضاغِن,DONE,,,
189,dAgir,,d.g.r,BACKOFF-1,1A2i3,1470,dAgi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,swank,OK,OK,1,داغِر,,QC-DONE,,,
190,dAhi$,,d.h.$,BACKOFF-1,1A2i3,1470,dAhi#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داهِش,,QC-DONE,,,
191,dAHiH,,d.H.H,BACKOFF-1,1A2i3,1470,dAHi#H,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داحِح,,QC-DONE,,,
192,dAHik,,d.H.k,BACKOFF-1,1A2i3,1470,dAHi#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,laughing,OK,OK,2,داحِك,,QC-DONE,,,
193,dAhik,,d.h.k,BACKOFF-1,1A2i3,1470,dAhi#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,داهِك,,QC-DONE,,,
194,dAhim,,d.h.m,LOOKUP_DIAC-1,1A2i3,1470,dAhi#m,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,looming;threatening;menacing;assaulting;loming,OK,OK,1,داهِم,داهِم,QC-DONE,,,
195,dAhin,,d.h.n,BACKOFF-1,1A2i3,1470,dAhi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داهِن,,QC-DONE,,,
196,dAHis,,d.H.s,LOOKUP_DIAC-1,1A2i3,1470,dAHi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,whitlow;felon,OK,OK,2,داحِس,داحِس,QC-DONE,,,
197,dAhis,,d.h.s,BACKOFF-1,1A2i3,1470,dAhi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,داهِس,,QC-DONE,,,
198,dAhiy,,d.h.y,LOOKUP_DIAC-1,1A2i3,1470,dAhi#y,,noun,,,,,MS||MD||MP||FS||FD||FP,smart;sly;cunning,ACTPART,OK,1,داهِي,داهِي,QC-DONE,,,final iy should br removed and # remain
199,dAjin,,d.j.n,LOOKUP_DIAC-1,1A2i3,1470,dAji#n,,noun,,,,#ap,MS||MD||MP||FS||FD||FP,tame;domesticated;dark;gloomy,ACTPART,OK,1,داجِن,داجِن,QC-DONE,,,
200,dAkik,,d.k.k,BACKOFF-1,1A2i3,1470,dAki#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داكِك,,QC-DONE,,,
201,dAli$,,d.l.$,BACKOFF-1,1A2i3,1470,dAli#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دالِش,,QC-DONE,,,
202,DAliE,,D.l.E,LOOKUP_DIAC-1,1A2i3,1470,DAli#E,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,supportive;affectionate_for;supporting;having_affection_for,ACTPART,OK,1,ضالِع,ضالِع,DONE,,,
203,dAlik,,d.l.k,BACKOFF-1,1A2i3,1470,dAli#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دالِك,,QC-DONE,,,
204,dAlil,,d.l.l,BACKOFF-1,1A2i3,1470,dAli#l,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,دالِل,,QC-DONE,,,
205,DAlil,,D.l.l,BACKOFF-1,1A2i3,1470,DAli#l,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,misleading;deceptive,ACTPART,OK,2,ضالِل,,DONE,,,
206,dAliq,,d.l.q,BACKOFF-1,1A2i3,1470,dAli#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دالِق,,QC-DONE,,,
207,dAmig,,d.m.g,LOOKUP_DIAC-1,1A2i3,1470,dAmi#g,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,irrefutable;cogent,OK,OK,1,دامِغ,دامِغ,QC-DONE,,,
208,dAmij,,d.m.j,BACKOFF-1,1A2i3,1470,dAmi#j,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دامِج,,QC-DONE,,,
209,dAmik,,d.m.k,BACKOFF-1,1A2i3,1470,dAmi#k,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دامِك,,QC-DONE,,,
210,dAmil,,d.m.l,BACKOFF-1,1A2i3,1470,dAmi#l,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دامِل,,QC-DONE,,,
211,DAmim,,D.m.m,BACKOFF-1,1A2i3,1470,DAmi#m,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضامِم,,DONE,,,
212,DAmin,,D.m.n,LOOKUP_DIAC-1,1A2i3,1470,DAmi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,guarantor;responsible;liable;guarantors,ACTPART,OK,1,ضامِن,ضامِن,DONE,,,
213,DAmir,,D.m.r,LOOKUP_DIAC-1,1A2i3,1470,DAmi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,atrophied;emaciated,ACTPART,OK,1,ضامِر,ضامِر,DONE,,,
214,DAnin,,D.n.n,BACKOFF-1,1A2i3,1470,DAni#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضانِن,,DONE,,,
215,dAniy,,d.n.y,LOOKUP_DIAC-1,1A2i3,1470,dAni#y,,adj,,,,,MS||MD||MP||FS||FD,low;near;close,ACTPART,OK,2,دانِي,دانِي,QC-DONE,,,
216,dAqiq,,d.q.q,BACKOFF-1,1A2i3,1470,dAqi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داقِق,,QC-DONE,,,
217,dAqir,,d.q.r,BACKOFF-1,1A2i3,1470,dAqi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داقِر,,QC-DONE,,,
218,DArib,,D.r.b,LOOKUP_DIAC-1,1A2i3,1470,DAri#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,hitting;tending_towards;similar_to;striking,ACTPART,OK,1,ضارِب,ضارِب,DONE,,,
219,dArij,,d.r.j,LOOKUP_DIAC-1,1A2i3,1470,dAri#j,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,popular;prevalent;colloquial;vernacular;circulating;keep_up_with,OK,OK,1,دارِج,دارِج,QC-DONE,,,
220,dArir,,d.r.r,BACKOFF-1,1A2i3,1470,dAri#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,دارِر,,QC-DONE,,,
221,DArir,,D.r.r,BACKOFF-1,1A2i3,1470,DAri#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,harmful;injurious,ACTPART,OK,2,ضارِر,,DONE,,,
222,dAris,,d.r.s,LOOKUP_DIAC-1,1A2i3,1470,dAri#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,studying;researching;student;researcher,OK,OK,1,دارِس,دارِس,QC-DONE,,,
223,dAriy,,d.r.y,LOOKUP_DIAC-1,1A2i3,1470,dAri#y,,adj,,,,,MS||MD||MP||FS||FD||FP,aware;knowing;cognizant,ACTPART,OK,1,دارِي,"دارِي, دارِيّ",QC-DONE,,,
224,dAriz,,d.r.z,BACKOFF-1,1A2i3,1470,dAri#z,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دارِز,,QC-DONE,,,
225,dAsis,,d.s.s,BACKOFF-1,1A2i3,1470,dAsi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داسِس,,QC-DONE,,,
226,dAwi$,,d.w.$,BACKOFF-1,1A2i3,1470,dAwi#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,داوِش,,QC-DONE,,,
227,dAwi$,,d.w.$,BACKOFF-1,1A2i3,1470,dAwi#$,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,2,داوِش,,QC-DONE,,,
228,dAwir,,d.w.r,BACKOFF-1,1A2i3,1470,dAwi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داوِر,,QC-DONE,,,
229,dAwix,,d.w.x,BACKOFF-1,1A2i3,1470,dAwi#x,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داوِخ,,QC-DONE,,,
230,dAwiy,,d.w.y,BACKOFF-1,1A2i3,1470,dAwi#y,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,داوِي,,QC-DONE,,,
231,dAxil,,d.x.l,LOOKUP_DIAC-1,1A2i3,1470,dAxi#l,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,entering;inside_of;interior;inside,OK,OK,1,داخِل,داخِل,QC-DONE,,,
232,DAxix,,D.x.x,BACKOFF-1,1A2i3,1470,DAxi#x,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضاخِخ,,DONE,,,
233,dAyib,,d.y.b,BACKOFF-1,1A2i3,1470,dAyi#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,dissolved;melted;soluble,OK,OK,1,دايِب,,QC-DONE,,,
234,DAyiE,,D.y.E,BACKOFF-1,1A2i3,1470,DAyi#E,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,be_lost;lost;stray;wasted;wayfarer,ACTPART,OK,1,ضايِع,,DONE,,,
235,DAyif,,D.y.f,BACKOFF-1,1A2i3,1470,DAyi#f,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,ضايِف,,DONE,,,
236,dAyim,,d.y.m,BACKOFF-1,1A2i3,1470,dAyi#m,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,always;permanent;lasting;constant;established;proven;immobile;sensible_teady,OK,OK,2,دايِم,,QC-DONE,,,
237,DAyim,,D.y.m,BACKOFF-1,1A2i3,1470,DAyi#m,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,ضايِم,,DONE,,,
238,dAyin,,d.y.n,BACKOFF-1,1A2i3,1470,dAyi#n,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,creditor;lender,OK,OK,1,دايِن,,QC-DONE,,,
239,dAyiq,,d.y.q,BACKOFF-1,1A2i3,1470,dAyi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دايِق,,QC-DONE,,,
240,dAyir,,d.y.r,BACKOFF-1,1A2i3,1470,dAyi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,current;running;turning;spinning;itinerant;TBA,OK,OK,1,دايِر,,QC-DONE,,,
241,dAyis,,d.y.s,BACKOFF-1,1A2i3,1470,dAyi#s,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,OK,OK,1,دايِس,,QC-DONE,,,
242,dAyix,,d.y.x,BACKOFF-1,1A2i3,1470,dAyi#x,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,dizzy,OK,OK,1,دايِخ,,QC-DONE,,,
243,EA*ir,,E.*.r,BACKOFF-1,1A2i3,1470,EA*i#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,عاذِر,,DONE,,,
244,EA*ir,,E.*.r,BACKOFF-1,1A2i3,1470,EA*i#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,عاذِر,,DONE,,,
245,EA$iq,,E.$.q,LOOKUP_DIAC-1,1A2i3,1470,EA$i#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,fond_of;lover;lovers,ACTPART,OK,1,عاشِق,عاشِق,DONE,,,
246,EAbib,,E.b.b,BACKOFF-1,1A2i3,1470,EAbi#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,عابِب,,DONE,,,
247,EAbid,,E.b.d,LOOKUP_DIAC-1,1A2i3,1470,EAbi#d,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,worshipping;God-fearing,ACTPART,OK,1,عابِد,عابِد,DONE,,,
248,EAbir,,E.b.r,LOOKUP_DIAC-1,1A2i3,1470,EAbi#r,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,passing_(by);traversing;fleeting;transient;passer_by,ACTPART,OK,1,عابِر,عابِر,DONE,,,
249,EAbiT,,E.b.T,BACKOFF-1,1A2i3,1470,EAbi#T,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,عابِط,,DONE,,,
250,EAdib,,E.d.b,BACKOFF_NO_GOLD_ROOT-1,1A2i3,1470,EAdi#b,,adj,,,,#iy~,MS||MD||MP||FS||FD||FP,tasteless;bland;insipid,OK,OK,1,عادِب,,QC-DONE,,,
251,EAdid,,E.d.d,BACKOFF-1,1A2i3,1470,EAdi#d,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,عادِد,,DONE,,,
252,EADiD,,E.D.D,BACKOFF-1,1A2i3,1470,EADi#D,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,2,عاضِض,,DONE,,,
253,EAdil,,E.d.l,LOOKUP_DIAC-1,1A2i3,1470,EAdi#l,,adj,,,,#ap-o,MS||MD||MP||FS||FD||FP,fair;just;equitable,OK,OK,1,عادِل,عادِل,QC-DONE,,,
254,EAdim,,E.d.m,LOOKUP_DIAC-1,1A2i3,1470,EAdi#m,,adj/noun,,,,,MS||MD,lacking;devoid_of;exhaust_pipe;waste,OK,OK,1,عادِم,عادِم,DONE,,,
255,EAfif,,E.f.f,BACKOFF-1,1A2i3,1470,EAfi#f,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,عافِف,,DONE,,,
256,EAfiq,,E.f.q,BACKOFF-1,1A2i3,1470,EAfi#q,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,عافِق,,DONE,,,
257,EAjib,,E.j.b,BACKOFF-1,1A2i3,1470,EAji#b,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,delight;liking;pleased;delighted;arousing_admiration;like;pleasing;admirable,ACTPART,OK,1,عاجِب,,DONE,,,
258,EAjij,,E.j.j,BACKOFF-1,1A2i3,1470,EAji#j,,adj/noun,,,,,MS||MD||MP||FS||FD||FP,TBA,ACTPART,OK,1,عاجِج,,DONE,,,
