LEMMA	FORM	ROOT_NEW	BW	GLOSS	FEAT	COND-T	COND-S
{ijotirAr	{ijotirAr	j.r.r	NOUN	repeating_over_and_over;rumination	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ijotivAv	{ijotivAv	j.v.v	NOUN	uprooting;tearing_out	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ijotiyAH	{ijotiyAH	j.w.H	NOUN	invasion;strike	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ijotiyAz	{ijotiyAz	j.y.z	NOUN	traversing;overcoming	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{iHoti*A'	{iHoti*A	H.*.y	NOUN	imitation;copying	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ikofihorAr	{ikofihorAr	k.f.h.r	NOUN	darkness;gloom	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikoti}Ab	{ikoti}Ab	k.w.b	NOUN	depression	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikoti$Af	{ikoti$Af	k.$.f	NOUN	discovery	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{iHotifA'	{iHotifA	H.f.w	NOUN	reception;celebration	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ikotimAl	{ikotimAl	k.m.l	NOUN	completion;maturity	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotinAh	{ikotinAh	k.n.h	NOUN	probing;exploring	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotinAh	{isotikonAh	k.n.h	NOUN	probing;exploring	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotinAz	{ikotinAz	k.n.z	NOUN	gathering;storing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{iHotimA'	{iHotimA	H.m.y	NOUN	shelter	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ikotirAv	{ikotirAv	k.r.v	NOUN	concern;attention;heed	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotisAb	{ikotisAb	k.s.b	NOUN	acquisition;gaining	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotisAH	{ikotisAH	k.s.H	NOUN	seizure	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotitAb	{ikotitAb	k.t.b	NOUN	enrollment;registration;subscription	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotitAm	{ikotitAm	k.t.m	NOUN	secrecy	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotiZAZ	{ikotiZAZ	k.Z.Z	NOUN	overcrowding;overfilling	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotiZAZ	mukotaZ~	k.Z.Z	ADJ	overcrowded;jam-packed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{ilotibAs	{ilotibAs	l.b.s	NOUN	ambiguity;confusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotifAf	{ilotifAf	l.f.f	NOUN	turn;surrounding;turnabout	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotifAt	{ilotifAt	l.f.t	NOUN	turning;attention	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotifAtap	{ilotifAt	l.f.t	NOUN	turn;glance	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
{ilotihAb	{ilotihAb	l.h.b	NOUN	inflammation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotihAbiy~	{ilotihAbiy~	l.h.b	ADJ	inflammatory;inflammable	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{ilotiHAm	{ilotiHAm	l.H.m	NOUN	cohesion;adhesion;close_union	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotiHAm	{ilotiHAm	l.H.m	NOUN	engagement;confrontation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotihAm	{ilotihAm	l.h.m	NOUN	devouring;swallowing_up	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotiHAq	{ilotiHAq	l.H.q	NOUN	entering;joining;affiliation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ijotilA'	{ijotilA	j.l.w	NOUN	unveiling;revelation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ilotimAs	{ilotimAs	l.m.s	NOUN	request;solicitation;petition	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ijotizA'	{ijotizA	j.z.y	NOUN	being_content;being_sufficient	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ilotiqAT	{ilotiqAT	l.q.T	NOUN	reception;obtaining	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotiSAq	{ilotiSAq	l.S.q	NOUN	cohesion;adhesion;contact	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ikotifA'	{ikotifA	k.f.y	NOUN	sufficiency;contentment	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{ilotiwA'ap	{ilotiwA'	l.w.y	NOUN	bending;flexing;twisting	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
{ilotiyAE	{ilotiyAE	l.w.E	NOUN	anxiety;suffering	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotizAm	{ilotizAm	l.z.m	NOUN	commitment;obligation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotizAmiy~	{ilotizAmiy~	l.z.m	ADJ	committed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{imora>ap	{imora>	m.r.>	NOUN	woman	pos:noun gen:- num:- rat:r cas:u	FS||FD	
{imoti$Aq	{imoti$Aq	m.$.q	NOUN	slenderness	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotidAd	{imotidAd	m.d.d	NOUN	extension;expansion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotidAd	{imotidAd	m.d.d	NOUN	extent;scope	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiEAD	{imotiEAD	m.E.D	NOUN	anger;agitation;excitement	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiHAn	{imotiHAn	m.H.n	NOUN	test;trial;examination	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotihAn	{imotihAn	m.h.n	NOUN	humiliation;contempt	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiHAniy~	{imotiHAniy~	m.H.n	ADJ	test;trial;examination	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{ikotirA'	{ikotirA	k.r.y	NOUN	renting;leasing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{imotilAk	{imotilAk	m.l.k	NOUN	possession;seizure;control	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotinAE	{imotinAE	m.n.E	NOUN	abstaining;refraining;refusal	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotinAn	{imotinAn	m.n.n	NOUN	gratefulness	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiSAS	{imotiSAS	m.S.S	NOUN	absorption;suction	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotivAl	{imotivAl	m.v.l	NOUN	obedience;compliance	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiyAz	{imotiyAz	m.y.z	NOUN	concession;favor	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiyAz	{imotiyAz	m.y.z	NOUN	distinction;excellence	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotiyAz	{imotiyAz	m.y.z	NOUN	privilege	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotizAj	{imotizAj	m.z.j	NOUN	mixture;combination;blend	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotizAz	{imotizAz	m.z.z	NOUN	adsorption_(surface_accumulation)	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ino$iEAb	{ino$iEAb	$.E.b	NOUN	ramification	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ino$igAl	{ino$igAl	$.g.l	NOUN	preoccupied;busy;occupation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ino$iqAq	{ino$iqAq	$.q.q	NOUN	secession;splitting_off;dissension	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ino$iqAqiy~	{ino$iqAqiy~	$.q.q	ADJ	renegade;dissenting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{ino$irAH	{ino$irAH	$.r.H	NOUN	relaxation;delight	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobiEAv	{inobiEAv	b.E.v	NOUN	revival;resurrection	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobihAr	{inobihAr	b.h.r	NOUN	being_dazzled;being_blinded	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobilAj	{inobilAj	b.l.j	NOUN	dawning;daybreak	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobisAT	{inobisAT	b.s.T	NOUN	cheerfulness	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobisAT	{inobisAT	b.s.T	NOUN	extension	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobisATap	{inobisAT	b.s.T	NOUN	extension	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inobiTAH	{inobiTAH	b.T.H	NOUN	prostration;lying_down	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inobivAq	{inobivAq	b.v.q	NOUN	effusion;emanation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoDibAT	{inoDibAT	D.b.T	NOUN	discipline;precision	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoDibAT	{inoDibATiy~	D.b.T	ADJ	disciplinary;disciplined	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inodifAE	{inodifAE	d.f.E	NOUN	rushing;breaking_forth;eruption	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodifAEap	{inodifAE	d.f.E	NOUN	outbreak;outburst	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoDigAT	{inoDigAT	D.g.T	NOUN	compression	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoDigATiy~ap	{inoDigATiy~	D.g.T	NOUN	compressibility	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inodihA$	{inodihA$	d.h.$	NOUN	surprise;alarm	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodiHAr	{inodiHAr	d.H.r	NOUN	banishment;rejection	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodikAk	{inodikAk	d.k.k	NOUN	crushing;leveling	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodilAE	{inodilAE	d.l.E	NOUN	breaking_out	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodimAj	{inodimAj	d.m.j	NOUN	absorption;fusion;assimilation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoDimAm	{inoDimAm	D.m.m	NOUN	joining;affiliation;annexation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodimAr	{inodimAr	d.m.r	NOUN	destruction;annihilation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inodivAr	{inodivAr	d.v.r	NOUN	obliteration;extinction;vanishing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotijA'	{ilotijA	l.j.>	NOUN	resorting;having_recourse;asylum	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'
{inoEidAm	{inoEidAm	E.d.m	NOUN	absence_of;lack_of	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEikAs	{inoEikAs	E.k.s	NOUN	reflection;inversion;repercussion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEikAsiy~	{inoEikAsiy~	E.k.s	ADJ	reflex;reaction	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoEiqAd	{inoEiqAd	E.q.d	NOUN	convening;holding	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEiTAf	{inoEiTAf	E.T.f	NOUN	turning;curvature;sympathy	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEiTAfap	{inoEiTAf	E.T.f	NOUN	turnaround;spin	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoEitAq	{inoEitAq	E.t.q	NOUN	self-liberation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEizAl	{inoEizAl	E.z.l	NOUN	separation;seclusion;isolation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoEizAliy~	{inoEizAliy~	E.z.l	ADJ	isolationist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoEizAliy~ap	{inoEizAliy~	E.z.l	NOUN	isolationism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inofiDAD	{inofiDAD	f.D.D	NOUN	dissolution;breaking_up;conclusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofiEAl	{inofiEAl	f.E.l	NOUN	emotion;excitation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofiEAliy~	{inofiEAliy~	f.E.l	ADJ	emotional;excitable	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inofiEAliy~ap	{inofiEAliy~	f.E.l	NOUN	excitability;impressionability	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inofijAr	{inofijAr	f.j.r	NOUN	explosion;detonation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofijAriy~	{inofijAriy~	f.j.r	ADJ	explosive	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inofikAk	{inofikAk	f.k.k	NOUN	disengagement	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofilA$	{inofilA$	f.l.$	NOUN	dispersion;diffusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofilAE	{inofilAE	f.l.E	NOUN	chapping	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofilAq	{inofilAq	f.l.q	NOUN	disintegration;fission	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofilAt	{inofilAt	f.l.t	NOUN	evasion;release	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{ilotiqA'	{ilotiqA	l.q.y	NOUN	meeting;reunion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inofirAd	{inofirAd	f.r.d	NOUN	seclusion;isolation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofirAdiy~	{inofirAdiy~	f.r.d	ADJ	unilateral;individualistic;isolationist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inofirAj	{inofirAj	f.r.j	NOUN	relaxation;divergence	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofirAT	{inofirAT	f.r.T	NOUN	dissolution;breaking_up;separation	pos:noun gen:- num:- rat:i cas:u	MS||MD	
{inofisAH	{inofisAH	f.s.H	NOUN	ampleness;expansion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofiSAl	{inofiSAl	f.S.l	NOUN	separation;disengagement;secession	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofiSAliy~	{inofiSAliy~	f.S.l	ADJ	separatist;schismatic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inofiSAliy~ap	{inofiSAliy~	f.S.l	NOUN	separatism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inofiSAm	{inofiSAm	f.S.m	NOUN	schizophrenia	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofiSAm	{inofiSAm	f.S.m	NOUN	split;fissure;hiatus	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inofitAH	{inofitAH	f.t.H	NOUN	open-door;openness;opening_up;receptiveness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
{inofitAHiy~	{inofitAHiy~	f.t.H	ADJ	open-door;openness;opening_up;receptiveness	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inofizAr	{inofizAr	f.z.r	NOUN	puncture	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inogilAq	{inogilAq	g.l.q	NOUN	impenetrability;closing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inogimAr	{inogimAr	g.m.r	NOUN	immersion;submersion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inogimAs	{inogimAs	g.m.s	NOUN	immersion;plunging_in	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inogirAz	{inogirAz	g.r.z	NOUN	penetration;piercing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHibAs	{inoHibAs	H.b.s	NOUN	seclusion;confinement	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohiDAm	{inohiDAm	h.D.m	NOUN	digestion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHidAr	{inoHidAr	H.d.r	NOUN	decline;descent	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHilAl	{inoHilAl	H.l.l	NOUN	dissolution;breakup	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohimAk	{inohimAk	h.m.k	NOUN	dedication;absorption;preoccupation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{imotilA'	{imotilA	m.l.y	NOUN	repletion;fullness	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inoHinA'ap	{inoHinA'	H.n.w	NOUN	bow;curtsy	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoHirAf	{inoHirAf	H.r.f	NOUN	deviation;corruption	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHirAfiy~	{inoHirAfiy~	H.r.f	ADJ	deviationist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoHisAr	{inoHisAr	H.s.r	NOUN	disappearance;mitigation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHiSAr	{inoHiSAr	H.S.r	NOUN	confinement;restrictedness	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHiTAT	{inoHiTAT	H.T.T	NOUN	decline	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohiyAl	{inohiyAl	h.y.l	NOUN	downpour;showering	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohiyAr	{inohiyAr	h.w.r	NOUN	collapse;downfall;breakdown	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoHiyAz	{inoHiyAz	H.w.z	NOUN	alignment;bias;prejudice_(political)	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohizAm	{inohizAm	h.z.m	NOUN	defeat	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inohizAmiy~	{inohizAmiy~	h.z.m	ADJ	defeatist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inohizAmiy~ap	{inohizAmiy~	h.z.m	NOUN	defeatism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoji*Ab	{ijoti*Ab	j.*.b	NOUN	attraction;enticement	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoji*Ab	{inoji*Ab	j.*.b	NOUN	attraction;tendency	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inojimAd	{inojimAd	j.m.d	NOUN	freezing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inojirAf	{inojirAf	j.r.f	NOUN	erosion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inojirAriy~	{inojirAriy~	j.r.r	ADJ	towage	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoki$Af	{inoki$Af	k.$.f	NOUN	uncovering;revealing	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inokibAb	{inokibAb	k.b.b	NOUN	devotion;dedication	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inotifA'	{inotifA	n.f.y	NOUN	absence;lack	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inokimA$	{inokimA$	k.m.$	NOUN	shrinking;absorption;preoccupation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inokimA$iy~	{inokimA$iy~	k.m.$	ADJ	absorption;preoccupation	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inokisAf	{inokisAf	k.s.f	NOUN	solar_eclipse	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inokisAr	{inokisAr	k.s.r	NOUN	rupture;fragmentation;dejection	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inotihA'	{inotihA	n.h.y	NOUN	finishing;completion;conclusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inotimA'	{inotimA	n.m.y	NOUN	membership;affiliation;commitment	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inoqi$AE	{inoqi$AE	q.$.E	NOUN	dissipation;dispersion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqibAD	{inoqibAD	q.b.D	NOUN	contraction;shrinking	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqibADiy~	{inoqibADiy~	q.b.D	ADJ	systolic;contracting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inotiqA'	{inotiqA	n.q.y	NOUN	selection	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inoqiDAD	{inoqiDAD	q.D.D	NOUN	assault;attack	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqilAb	{inoqilAb	q.l.b	NOUN	coup;overthrow;toppling	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqilAb	{inoqilAb	q.l.b	NOUN	solstice;tropic	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqilAbiy~	{inoqilAbiy~	q.l.b	ADJ	revolutionary	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoqirAD	{inoqirAD	q.r.D	NOUN	extinction	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqisAm	{inoqisAm	q.s.m	NOUN	fragmentation;schism;disruption	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqisAmiy~	{inoqisAmiy~	q.s.m	ADJ	schismatic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoqisAmiy~ap	{inoqisAmiy~	q.s.m	NOUN	divisibility	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoqiTAE	{inoqiTAE	q.T.E	NOUN	breakoff;discontinuation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoqiTAEiy~ap	{inoqiTAEiy~	q.T.E	NOUN	separatism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inoqiyAd	{inoqiyAd	q.w.d	NOUN	compliance;submission	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoSibAb	{inoSibAb	S.b.b	NOUN	pouring_out;throwing_out	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosidAd	{inosidAd	s.d.d	NOUN	embolism	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosidAd	{inosidAd	s.d.d	NOUN	obstruction	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosiHAb	{inosiHAb	s.H.b	NOUN	withdrawal;evacuation;pulling_out	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosiHAq	{inosiHAq	s.H.q	NOUN	contrition;repentance	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoSihAr	{inoSihAr	S.h.r	NOUN	melting_process;fusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosijAm	{inosijAm	s.j.m	NOUN	fluency;harmony	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosikAb	{inosikAb	s.k.b	NOUN	effusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosilAl	{inosilAl	s.l.l	NOUN	infiltration	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosilAx	{inosilAx	s.l.x	NOUN	abandoning;withdrawing;withdrawal	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoSirAf	{inoSirAf	S.r.f	NOUN	departure	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoSirAm	{inoSirAm	S.r.m	NOUN	expiration;end	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosiyAb	{inosiyAb	s.y.b	NOUN	flow;stream;movement	pos:noun gen:- num:- rat:i cas:u	MS||MD	
{inosiyAbiy~	{inosiyAbiy~	s.y.b	ADJ	stream-lined	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoSiyAE	{inoSiyAE	S.w.E	NOUN	obeisance;submission	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inosiyAq	{inosiyAq	s.w.q	NOUN	thoughtlessness;being_carried_away	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{iqotidA'	{iqotidA	q.d.w	NOUN	imitation;emulation	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	#A'@w
{inoti$Al	{inoti$Al	n.$.l	NOUN	rescuing;recovering;extricating	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoti$Aliy~	{inoti$Aliy~	n.$.l	NOUN	rescue;recovery	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
{inoti$Ar	{inoti$Ar	n.$.r	NOUN	spreading;spread;diffusion	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoTibAE	{inoTibAE	T.b.E	NOUN	impression	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoTibAEiy~	{inoTibAEiy~	T.b.E	ADJ	impressionistic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inoTibAEiy~	{inoTibAEiy~	T.b.E	NOUN	impressionism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
{inotibAh	{inotibAh	n.b.h	NOUN	attention;caution;vigilance	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inotibAj	{inotibAj	n.b.j	NOUN	swelling	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inoTibAq	{inoTibAq	T.b.q	NOUN	coincidence	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inotidAb	{inotidAb	n.d.b	NOUN	appointing;commissioning;deputation;dedication	pos:noun gen:- num:- rat:i cas:u	MS	
{inotidAb	{inotidAb	n.d.b	NOUN	mandate;mandatory_rule	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
{inotidAbiy~	{inotidAbiy~	n.d.b	ADJ	mandatory;mandate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
{inotiEA$	{inotiEA$	n.E.$	NOUN	resurgence;revival	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
